id,food_name,category,image_url,calories_kcal,protein_g,fat_g,carbohydrates_g,sugar_g,sodium_mg,fiber_g,source
354,apel,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",52,0.3,0.2,14.0,10.4,1,2.4,hand_curated
355,anggur,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",69,0.7,0.2,18.1,15.5,2,0.9,hand_curated
356,stroberi,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",32,0.7,0.3,7.7,4.9,1,2.0,hand_curated
357,jeruk nipis,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",30,0.7,0.2,10.5,1.7,2,2.8,hand_curated
358,jeruk manis,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",47,0.9,0.1,11.8,9.4,0,2.4,hand_curated
359,jeruk bali,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",38,0.8,0.1,9.6,6.9,1,1.0,hand_curated
360,alpukat,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",160,2.0,14.7,8.5,0.7,7,6.7,hand_curated
361,kolang-kaling,buah,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",35,0.4,0.2,8.5,6.5,3,1.3,hand_curated
362,bayam,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,23,2.9,0.4,3.6,0.4,79,2.2,hand_curated
363,kangkung,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,29,3.0,0.4,5.4,0.8,113,2.1,hand_curated
364,sawi hijau,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,19,2.0,0.3,3.4,0.5,48,1.6,hand_curated
365,kol,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,25,1.3,0.1,5.8,3.2,18,2.5,hand_curated
366,wortel,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,41,0.9,0.2,9.6,4.7,69,2.8,hand_curated
367,kentang,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,77,2.0,0.1,17.5,0.8,6,2.2,hand_curated
368,tomat,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,18,0.9,0.2,3.9,2.6,5,1.2,hand_curated
369,terong ungu,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,25,1.0,0.2,5.9,3.5,2,3.0,hand_curated
370,timun,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,16,0.7,0.1,3.6,1.7,2,0.5,hand_curated
371,buncis,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,31,1.8,0.2,7.0,3.3,6,2.7,hand_curated
372,kacang panjang sayur,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,47,2.8,0.4,8.4,2.0,4,3.6,hand_curated
373,tauge kacang hijau,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,30,3.0,0.2,5.9,4.1,6,1.8,hand_curated
374,jagung manis,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,86,3.3,1.4,19.0,3.2,15,2.7,hand_curated
375,jagung muda baby corn,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,27,2.7,0.2,5.8,1.8,1,2.0,hand_curated
376,daun singkong,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,37,6.8,0.8,4.3,1.2,12,5.2,hand_curated
377,daun pepaya,sayur,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",79,8.0,2.0,11.9,3.5,6,4.2,hand_curated
378,daun melinjo,sayur,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",99,4.5,1.3,20.0,1.5,8,5.5,hand_curated
379,daun katuk,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,35,4.8,1.0,4.0,1.0,9,3.2,hand_curated
380,daun kemangi,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,23,3.1,0.6,2.7,0.3,4,1.6,hand_curated
381,pakis sayur,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,34,4.6,0.4,5.5,0.8,9,3.6,hand_curated
382,genjer,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,39,4.8,0.8,5.8,1.2,12,3.5,hand_curated
383,kenikir,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,27,3.5,0.5,4.2,0.8,8,2.8,hand_curated
384,pare,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,19,1.0,0.2,4.3,1.9,6,2.0,hand_curated
385,oyong gambas,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,20,1.2,0.2,4.4,2.0,3,1.1,hand_curated
386,rebung,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,27,2.6,0.3,5.2,3.0,4,2.2,hand_curated
387,jantung pisang,sayur,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",34,1.6,0.5,7.5,4.0,5,3.6,hand_curated
388,bunga pepaya,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,26,2.0,0.4,5.1,1.5,5,2.5,hand_curated
389,bunga kecombrang,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,35,2.5,0.5,6.0,1.2,7,3.0,hand_curated
390,kembang kol,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,25,2.0,0.3,5.3,1.9,30,2.0,hand_curated
391,brokoli,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,34,2.8,0.4,6.6,1.7,33,2.6,hand_curated
392,daun bawang,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,32,1.8,0.2,7.3,2.3,16,2.6,hand_curated
393,bawang merah,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,40,1.1,0.1,9.3,4.2,4,1.7,hand_curated
394,bawang putih,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,149,6.4,0.5,33.1,1.0,17,2.1,hand_curated
395,cabai merah,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,40,1.9,0.4,8.8,5.3,9,1.5,hand_curated
396,cabai rawit,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,103,5.0,1.5,21.1,11.0,15,3.6,hand_curated
397,cabai hijau,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,40,2.0,0.3,9.5,5.1,7,1.5,hand_curated
398,paprika,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,31,1.0,0.3,6.0,4.2,4,2.1,hand_curated
399,seledri,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,16,0.7,0.2,3.0,1.8,80,1.6,hand_curated
400,lobak putih sayur,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,18,0.6,0.1,4.1,1.9,21,1.6,hand_curated
401,kailan,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,31,1.8,0.6,4.9,1.4,33,2.2,hand_curated
402,selada,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,15,1.4,0.2,2.9,0.8,28,1.3,hand_curated
403,pokcoy,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,13,1.5,0.2,2.2,1.2,65,1.0,hand_curated
404,daun pakis muda,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,34,4.6,0.4,5.5,0.8,9,3.6,hand_curated
405,tespong,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,28,3.2,0.5,4.5,1.0,12,2.6,hand_curated
406,daun leunca,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,32,4.0,0.6,5.0,0.8,15,3.0,hand_curated
407,daun ginseng,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,35,3.8,0.5,5.8,1.2,14,2.8,hand_curated
408,terong hijau,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,23,1.0,0.2,5.5,3.2,2,2.8,hand_curated
409,leunca,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,32,3.5,0.5,5.5,1.0,10,2.8,hand_curated
410,caisim,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,19,2.0,0.3,3.4,0.5,48,1.6,hand_curated
411,daun bawang prei,sayur,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,32,1.8,0.2,7.3,2.3,16,2.6,hand_curated
412,kacang tanah,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,567,25.8,49.2,16.1,4.7,18,8.5,hand_curated
413,kacang kedelai,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,446,36.5,19.9,30.2,7.3,2,9.3,hand_curated
414,kacang hijau,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,347,23.9,1.1,62.6,6.6,15,16.3,hand_curated
415,kacang merah,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,337,22.5,1.1,61.3,2.2,24,15.2,hand_curated
416,kacang tunggak,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,336,23.9,1.9,60.0,6.9,16,10.7,hand_curated
417,kacang koro pedang,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Canavalia_gladiata_seeds.jpg,318,19.5,1.8,57.8,5.5,14,11.5,hand_curated
418,kacang mete,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,553,18.2,43.9,30.2,5.9,12,3.3,hand_curated
419,kenari banda,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Canarium_indicum.jpg,654,15.2,65.2,13.7,2.6,2,6.7,hand_curated
420,kemiri,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,628,7.9,65.0,20.0,0.7,12,7.8,hand_curated
421,kacang almond,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,579,21.2,49.9,21.6,4.4,1,12.5,hand_curated
422,biji wijen,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,573,17.7,49.7,23.5,0.3,11,11.8,hand_curated
423,biji bunga matahari,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,584,20.8,51.5,20.0,2.6,9,8.6,hand_curated
424,biji labu,kacang,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",559,30.2,49.1,10.7,1.4,7,6.0,hand_curated
425,biji chia,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,486,16.5,30.7,42.1,0,16,34.4,hand_curated
426,kacang arab,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,364,19.3,6.0,60.7,10.7,24,17.4,hand_curated
427,kacang bogor,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,371,18.7,6.4,59.2,8.5,18,13.8,hand_curated
428,kacang gude,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,343,21.7,1.5,62.8,7.0,17,15.0,hand_curated
429,kacang kapri,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,42,2.8,0.2,7.5,4.0,4,2.6,hand_curated
430,kacang polong,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,81,5.4,0.4,14.5,5.7,5,5.7,hand_curated
431,kacang ercis,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,81,5.4,0.4,14.5,5.7,5,5.7,hand_curated
432,kacang benguk,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,326,22.5,6.5,54.2,6.0,15,15.5,hand_curated
433,kacang jogo,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,340,23.5,1.0,62.5,2.3,24,15.5,hand_curated
434,kacang dahlen,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,335,22.2,1.5,60.5,5.5,18,14.5,hand_curated
435,tempe kedelai,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
436,tahu putih,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,76,8.1,4.8,1.9,0.6,7,0.3,hand_curated
437,tahu sutra,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,61,6.5,3.5,1.5,0.5,5,0.2,hand_curated
438,tahu pong,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,95,8.5,5.5,2.5,0.8,12,0.5,hand_curated
439,tahu kuning,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,85,8.0,5.0,2.2,0.7,95,0.4,hand_curated
440,tahu kulit,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,135,9.0,9.5,3.5,1.0,15,0.6,hand_curated
441,oncom,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,195,13.0,6.0,22.5,2.5,25,4.5,hand_curated
442,tauco,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,166,12.5,4.8,18.5,4.5,1850,3.8,hand_curated
443,kembang tahu,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,385,47.5,22.5,12.5,0.8,15,2.8,hand_curated
444,kulit tahu kering,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,385,47.5,22.5,12.5,0.8,15,2.8,hand_curated
445,keripik tempe,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,493,17.2,24.5,50.8,0.8,320,7.1,hand_curated
446,rebon kering,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,299,62.5,6.0,0,0,1850,0,hand_curated
447,serai,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,99,1.8,0.5,25.3,0,6,0,hand_curated
448,lengkuas,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,71,1.5,0.3,16.7,0,5,2.5,hand_curated
449,jahe,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,80,1.8,0.8,17.8,1.7,13,2.0,hand_curated
450,kunyit,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,354,7.8,9.9,64.9,3.2,38,21.1,hand_curated
451,kencur,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,68,2.0,0.5,15.8,0,6,2.0,hand_curated
452,temu kunci,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,72,2.2,0.6,16.5,0,7,2.5,hand_curated
453,temu ireng,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,75,2.5,0.5,17.0,0,6,2.8,hand_curated
454,kapulaga,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,311,10.8,6.7,68.5,0,18,28.0,hand_curated
455,cengkeh,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,274,6.0,13.0,65.5,2.4,277,33.9,hand_curated
456,kayu manis,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,247,4.0,1.2,80.6,2.2,10,53.1,hand_curated
457,pala,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,525,5.8,36.3,49.3,2.9,16,20.8,hand_curated
458,lada hitam,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,251,10.4,3.3,63.9,0.6,20,25.3,hand_curated
459,lada putih,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,296,10.4,2.1,68.6,0,5,26.2,hand_curated
460,ketumbar,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,298,12.4,17.8,55.0,0,35,41.9,hand_curated
461,jintan,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,375,17.8,22.3,44.2,2.3,168,10.5,hand_curated
462,adas,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,345,15.8,14.8,52.3,0,88,39.8,hand_curated
463,pekak bunga lawang,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,337,17.6,15.9,50.0,0,16,14.6,hand_curated
464,asam jawa,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,239,2.8,0.6,62.5,38.0,28,5.1,hand_curated
465,asam kandis,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,225,2.5,0.5,58.5,32.5,25,5.5,hand_curated
466,asam sunti aceh,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,235,2.8,0.6,60.0,35.5,28,5.2,hand_curated
467,daun salam,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,313,7.6,8.4,74.9,0,23,26.3,hand_curated
468,daun jeruk purut,bumbu,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",110,5.5,1.5,25.0,0,8,12.0,hand_curated
469,daun pandan,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,70,2.0,0.5,16.5,0,5,3.5,hand_curated
470,daun kunyit,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,85,2.5,1.0,18.5,0,8,4.0,hand_curated
471,daun ketumbar,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,23,2.1,0.5,3.7,0.9,46,2.8,hand_curated
472,daun mint,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,70,3.8,0.9,14.9,0,31,8.0,hand_curated
473,terasi,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,225,24.8,3.8,23.5,2.0,4500,3.0,hand_curated
474,ebi,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,296,62.5,6.5,0,0,1850,0,hand_curated
475,andaliman batak,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,318,11.5,15.8,42.5,0,18,28.5,hand_curated
476,daun suji,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,65,2.5,0.6,14.5,0,5,3.2,hand_curated
477,kelapa parut,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,354,3.3,33.5,15.2,6.2,20,9.0,hand_curated
478,santan kental,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,230,2.3,24.0,5.5,3.3,15,2.2,hand_curated
479,santan encer,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,95,1.0,9.4,2.2,1.3,8,1.0,hand_curated
480,gula merah,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,386,0.2,0.0,98.0,92.0,39,0.1,hand_curated
481,gula aren,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,368,0.0,0.0,95.0,85.0,45,0.0,hand_curated
482,merica bubuk,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,251,10.4,3.3,63.9,0.6,20,25.3,hand_curated
483,bawang bombay,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,40,1.1,0.1,9.3,4.2,4,1.7,hand_curated
484,daun bawang batang,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,32,1.8,0.2,7.3,2.3,16,2.6,hand_curated
485,cuka masak,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_cobek.JPG,22,0,0,0.9,0.4,5,0,hand_curated
486,ubi jalar kuning,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,86,1.6,0.1,20.1,4.2,55,3.0,hand_curated
487,ubi jalar ungu,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,92,1.5,0.2,22.3,5.5,15,3.5,hand_curated
488,ubi jalar putih,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,86,1.6,0.1,20.1,4.2,55,3.0,hand_curated
489,singkong,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,160,1.4,0.3,38.1,1.7,14,1.8,hand_curated
490,talas bogor,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,112,1.5,0.2,26.5,0.4,11,4.1,hand_curated
491,gembili,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,95,1.5,0.2,22.5,0.5,12,2.5,hand_curated
492,suweg,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,69,1.0,0.1,15.7,0.5,8,1.5,hand_curated
493,porang,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,85,1.2,0.2,20.0,0.5,10,2.5,hand_curated
494,kentang hitam,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,98,2.0,0.1,22.5,0.8,6,2.2,hand_curated
495,gadung,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,101,1.9,0.2,23.5,0.5,8,2.0,hand_curated
496,uwi,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,118,1.5,0.2,27.8,0.5,10,4.0,hand_curated
497,bengkuang,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,38,0.7,0.1,8.8,1.8,4,4.9,hand_curated
498,lobak putih umbi,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,18,0.6,0.1,4.1,1.9,21,1.6,hand_curated
499,lobak merah umbi,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,16,0.7,0.1,3.4,1.9,39,1.6,hand_curated
500,bit,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,43,1.6,0.2,9.6,6.8,78,2.8,hand_curated
501,iles-iles,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,80,1.2,0.1,19.5,0.5,8,2.0,hand_curated
502,ganyong,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,95,1.0,0.1,22.6,0.3,6,1.5,hand_curated
503,garut,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,65,4.2,0.2,13.4,0.3,26,1.3,hand_curated
504,kimpul,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,98,1.2,0.2,22.5,0.5,8,3.5,hand_curated
505,tepung tapioka,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,358,0.2,0.0,88.7,3.4,1,0.9,hand_curated
506,sagu,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,355,0.2,0.2,88.0,0.0,5,0.0,hand_curated
507,kentang granola,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,77,2.0,0.1,17.5,0.8,6,2.2,hand_curated
508,kentang merah,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,80,2.1,0.1,18.0,1.0,7,2.3,hand_curated
509,singkong kuning,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,165,1.4,0.3,38.5,1.9,14,1.8,hand_curated
510,talas beneng banten,umbi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,115,1.6,0.2,27.0,0.5,12,4.2,hand_curated
511,bika ambon medan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,4.5,6.5,52.5,22.5,95,1.0,hand_curated
512,saksang batak,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,295,18.5,22.5,5.5,1.5,480,1.5,hand_curated
513,ikan arsik,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,185,20.5,9.5,6.5,1.5,520,1.5,hand_curated
514,kuah pliek u,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,165,6.5,8.5,14.5,2.0,480,3.5,hand_curated
515,mie aceh kepiting,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,365,18.5,14.5,38.0,3.0,820,2.3,hand_curated
516,mie aceh udang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,345,16.5,13.5,38.5,3.0,800,2.2,hand_curated
