id,food_name,category,serving_size_g,calories_kcal,protein_g,fat_g,carbohydrates_g,sugar_g,sodium_mg,fiber_g,image,source
366,wortel,sayur,100,41,0.9,0.2,9.6,4.7,69,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
367,kentang,sayur,100,77,2.0,0.1,17.5,0.8,6,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
368,tomat,sayur,100,18,0.9,0.2,3.9,2.6,5,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
369,terong ungu,sayur,100,25,1.0,0.2,5.9,3.5,2,3.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
370,timun,sayur,100,16,0.7,0.1,3.6,1.7,2,0.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
371,buncis,sayur,100,31,1.8,0.2,7.0,3.3,6,2.7,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
372,kacang panjang sayur,sayur,100,47,2.8,0.4,8.4,2.0,4,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
373,tauge kacang hijau,sayur,100,30,3.0,0.2,5.9,4.1,6,1.8,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
374,jagung manis,sayur,100,86,3.3,1.4,19.0,3.2,15,2.7,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
375,jagung muda baby corn,sayur,100,27,2.7,0.2,5.8,1.8,1,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
376,daun singkong,sayur,100,37,6.8,0.8,4.3,1.2,12,5.2,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,generated_v6
377,daun pepaya,sayur,100,79,8.0,2.0,11.9,3.5,6,4.2,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
378,daun melinjo,sayur,100,99,4.5,1.3,20.0,1.5,8,5.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
379,daun katuk,sayur,100,35,4.8,1.0,4.0,1.0,9,3.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
380,daun kemangi,sayur,100,23,3.1,0.6,2.7,0.3,4,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
381,pakis sayur,sayur,100,34,4.6,0.4,5.5,0.8,9,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
382,genjer,sayur,100,39,4.8,0.8,5.8,1.2,12,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
383,kenikir,sayur,100,27,3.5,0.5,4.2,0.8,8,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
384,pare,sayur,100,19,1.0,0.2,4.3,1.9,6,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
385,oyong gambas,sayur,100,20,1.2,0.2,4.4,2.0,3,1.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
386,rebung,sayur,100,27,2.6,0.3,5.2,3.0,4,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
387,jantung pisang,sayur,100,34,1.6,0.5,7.5,4.0,5,3.6,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
388,bunga pepaya,sayur,100,26,2.0,0.4,5.1,1.5,5,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
389,bunga kecombrang,sayur,100,35,2.5,0.5,6.0,1.2,7,3.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
390,kembang kol,sayur,100,25,2.0,0.3,5.3,1.9,30,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
391,brokoli,sayur,100,34,2.8,0.4,6.6,1.7,33,2.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
392,daun bawang,sayur,100,32,1.8,0.2,7.3,2.3,16,2.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
393,bawang merah,sayur,100,40,1.1,0.1,9.3,4.2,4,1.7,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
394,bawang putih,sayur,100,149,6.4,0.5,33.1,1.0,17,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
395,cabai merah,sayur,100,40,1.9,0.4,8.8,5.3,9,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
396,cabai rawit,sayur,100,103,5.0,1.5,21.1,11.0,15,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
397,cabai hijau,sayur,100,40,2.0,0.3,9.5,5.1,7,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
398,paprika,sayur,100,31,1.0,0.3,6.0,4.2,4,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
399,seledri,sayur,100,16,0.7,0.2,3.0,1.8,80,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
400,lobak putih sayur,sayur,100,18,0.6,0.1,4.1,1.9,21,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
401,kailan,sayur,100,31,1.8,0.6,4.9,1.4,33,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
402,selada,sayur,100,15,1.4,0.2,2.9,0.8,28,1.3,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
403,pokcoy,sayur,100,13,1.5,0.2,2.2,1.2,65,1.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
404,daun pakis muda,sayur,100,34,4.6,0.4,5.5,0.8,9,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
405,tespong,sayur,100,28,3.2,0.5,4.5,1.0,12,2.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
406,daun leunca,sayur,100,32,4.0,0.6,5.0,0.8,15,3.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
407,daun ginseng,sayur,100,35,3.8,0.5,5.8,1.2,14,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
408,terong hijau,sayur,100,23,1.0,0.2,5.5,3.2,2,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
409,leunca,sayur,100,32,3.5,0.5,5.5,1.0,10,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
410,caisim,sayur,100,19,2.0,0.3,3.4,0.5,48,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
411,daun bawang prei,sayur,100,32,1.8,0.2,7.3,2.3,16,2.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
412,kacang tanah,kacang,100,567,25.8,49.2,16.1,4.7,18,8.5,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
413,kacang kedelai,kacang,100,446,36.5,19.9,30.2,7.3,2,9.3,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
414,kacang hijau,kacang,100,347,23.9,1.1,62.6,6.6,15,16.3,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
415,kacang merah,kacang,100,337,22.5,1.1,61.3,2.2,24,15.2,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
416,kacang tunggak,kacang,100,336,23.9,1.9,60.0,6.9,16,10.7,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
417,kacang koro pedang,kacang,100,318,19.5,1.8,57.8,5.5,14,11.5,https://commons.wikimedia.org/wiki/Special:FilePath/Canavalia_gladiata_seeds.jpg,generated_v6
418,kacang mete,kacang,100,553,18.2,43.9,30.2,5.9,12,3.3,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
419,kenari banda,kacang,100,654,15.2,65.2,13.7,2.6,2,6.7,https://commons.wikimedia.org/wiki/Special:FilePath/Canarium_indicum.jpg,generated_v6
420,kemiri,kacang,100,628,7.9,65.0,20.0,0.7,12,7.8,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
421,kacang almond,kacang,100,579,21.2,49.9,21.6,4.4,1,12.5,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
422,biji wijen,kacang,100,573,17.7,49.7,23.5,0.3,11,11.8,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
423,biji bunga matahari,kacang,100,584,20.8,51.5,20.0,2.6,9,8.6,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
424,biji labu,kacang,100,559,30.2,49.1,10.7,1.4,7,6.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
425,biji chia,kacang,100,486,16.5,30.7,42.1,0,16,34.4,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
426,kacang arab,kacang,100,364,19.3,6.0,60.7,10.7,24,17.4,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
427,kacang bogor,kacang,100,371,18.7,6.4,59.2,8.5,18,13.8,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
428,kacang gude,kacang,100,343,21.7,1.5,62.8,7.0,17,15.0,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
429,kacang kapri,kacang,100,42,2.8,0.2,7.5,4.0,4,2.6,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
430,kacang polong,kacang,100,81,5.4,0.4,14.5,5.7,5,5.7,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
431,kacang ercis,kacang,100,81,5.4,0.4,14.5,5.7,5,5.7,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
432,kacang benguk,kacang,100,326,22.5,6.5,54.2,6.0,15,15.5,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
433,kacang jogo,kacang,100,340,23.5,1.0,62.5,2.3,24,15.5,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
434,kacang dahlen,kacang,100,335,22.2,1.5,60.5,5.5,18,14.5,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
435,tempe kedelai,kacang,100,193,19.0,11.0,9.4,2.4,9,9.0,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
436,tahu putih,kacang,100,76,8.1,4.8,1.9,0.6,7,0.3,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
437,tahu sutra,kacang,100,61,6.5,3.5,1.5,0.5,5,0.2,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
438,tahu pong,kacang,100,95,8.5,5.5,2.5,0.8,12,0.5,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
439,tahu kuning,kacang,100,85,8.0,5.0,2.2,0.7,95,0.4,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
440,tahu kulit,kacang,100,135,9.0,9.5,3.5,1.0,15,0.6,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
441,oncom,kacang,100,195,13.0,6.0,22.5,2.5,25,4.5,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
442,tauco,kacang,100,166,12.5,4.8,18.5,4.5,1850,3.8,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
443,kembang tahu,kacang,100,385,47.5,22.5,12.5,0.8,15,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
444,kulit tahu kering,kacang,100,385,47.5,22.5,12.5,0.8,15,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,generated_v6
445,keripik tempe,kacang,100,493,17.2,24.5,50.8,0.8,320,7.1,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,generated_v6
446,rebon kering,kacang,100,299,62.5,6.0,0,0,1850,0,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
447,serai,bumbu,100,99,1.8,0.5,25.3,0,6,0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
448,lengkuas,bumbu,100,71,1.5,0.3,16.7,0,5,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
449,jahe,bumbu,100,80,1.8,0.8,17.8,1.7,13,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
450,kunyit,bumbu,100,354,7.8,9.9,64.9,3.2,38,21.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
451,kencur,bumbu,100,68,2.0,0.5,15.8,0,6,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
452,temu kunci,bumbu,100,72,2.2,0.6,16.5,0,7,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
453,temu ireng,bumbu,100,75,2.5,0.5,17.0,0,6,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
454,kapulaga,bumbu,100,311,10.8,6.7,68.5,0,18,28.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
455,cengkeh,bumbu,100,274,6.0,13.0,65.5,2.4,277,33.9,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
456,kayu manis,bumbu,100,247,4.0,1.2,80.6,2.2,10,53.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
457,pala,bumbu,100,525,5.8,36.3,49.3,2.9,16,20.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
458,lada hitam,bumbu,100,251,10.4,3.3,63.9,0.6,20,25.3,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
459,lada putih,bumbu,100,296,10.4,2.1,68.6,0,5,26.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
460,ketumbar,bumbu,100,298,12.4,17.8,55.0,0,35,41.9,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
461,jintan,bumbu,100,375,17.8,22.3,44.2,2.3,168,10.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
462,adas,bumbu,100,345,15.8,14.8,52.3,0,88,39.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
463,pekak bunga lawang,bumbu,100,337,17.6,15.9,50.0,0,16,14.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
464,asam jawa,bumbu,100,239,2.8,0.6,62.5,38.0,28,5.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
465,asam kandis,bumbu,100,225,2.5,0.5,58.5,32.5,25,5.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
466,asam sunti aceh,bumbu,100,235,2.8,0.6,60.0,35.5,28,5.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
467,daun salam,bumbu,100,313,7.6,8.4,74.9,0,23,26.3,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
468,daun jeruk purut,bumbu,100,110,5.5,1.5,25.0,0,8,12.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
469,daun pandan,bumbu,100,70,2.0,0.5,16.5,0,5,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
470,daun kunyit,bumbu,100,85,2.5,1.0,18.5,0,8,4.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
471,daun ketumbar,bumbu,100,23,2.1,0.5,3.7,0.9,46,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
472,daun mint,bumbu,100,70,3.8,0.9,14.9,0,31,8.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
473,terasi,bumbu,100,225,24.8,3.8,23.5,2.0,4500,3.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
474,ebi,bumbu,100,296,62.5,6.5,0,0,1850,0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
475,andaliman batak,bumbu,100,318,11.5,15.8,42.5,0,18,28.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
476,daun suji,bumbu,100,65,2.5,0.6,14.5,0,5,3.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
477,kelapa parut,bumbu,100,354,3.3,33.5,15.2,6.2,20,9.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
478,santan kental,bumbu,100,230,2.3,24.0,5.5,3.3,15,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
479,santan encer,bumbu,100,95,1.0,9.4,2.2,1.3,8,1.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
480,gula merah,bumbu,100,386,0.2,0.0,98.0,92.0,39,0.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
481,gula aren,bumbu,100,368,0.0,0.0,95.0,85.0,45,0.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
482,garam dapur,bumbu,100,0,0,0,0,0,38758,0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
483,merica bubuk,bumbu,100,251,10.4,3.3,63.9,0.6,20,25.3,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
484,bawang bombay,bumbu,100,40,1.1,0.1,9.3,4.2,4,1.7,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
485,daun bawang batang,bumbu,100,32,1.8,0.2,7.3,2.3,16,2.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,generated_v6
486,cuka masak,bumbu,100,22,0,0,0.9,0.4,5,0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_cobek.JPG,generated_v6
487,ubi jalar kuning,umbi,100,86,1.6,0.1,20.1,4.2,55,3.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
488,ubi jalar ungu,umbi,100,92,1.5,0.2,22.3,5.5,15,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
489,ubi jalar putih,umbi,100,86,1.6,0.1,20.1,4.2,55,3.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
490,singkong,umbi,100,160,1.4,0.3,38.1,1.7,14,1.8,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,generated_v6
491,talas bogor,umbi,100,112,1.5,0.2,26.5,0.4,11,4.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
492,gembili,umbi,100,95,1.5,0.2,22.5,0.5,12,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
493,suweg,umbi,100,69,1.0,0.1,15.7,0.5,8,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
494,porang,umbi,100,85,1.2,0.2,20.0,0.5,10,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
495,kentang hitam,umbi,100,98,2.0,0.1,22.5,0.8,6,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
496,gadung,umbi,100,101,1.9,0.2,23.5,0.5,8,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
497,uwi,umbi,100,118,1.5,0.2,27.8,0.5,10,4.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
498,bengkuang,umbi,100,38,0.7,0.1,8.8,1.8,4,4.9,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
499,lobak putih umbi,umbi,100,18,0.6,0.1,4.1,1.9,21,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
500,lobak merah umbi,umbi,100,16,0.7,0.1,3.4,1.9,39,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
501,bit,umbi,100,43,1.6,0.2,9.6,6.8,78,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
502,iles-iles,umbi,100,80,1.2,0.1,19.5,0.5,8,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
503,ganyong,umbi,100,95,1.0,0.1,22.6,0.3,6,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
504,garut,umbi,100,65,4.2,0.2,13.4,0.3,26,1.3,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
505,kimpul,umbi,100,98,1.2,0.2,22.5,0.5,8,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
506,tepung tapioka,umbi,100,358,0.2,0.0,88.7,3.4,1,0.9,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
507,sagu,umbi,100,355,0.2,0.2,88.0,0.0,5,0.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
508,kentang granola,umbi,100,77,2.0,0.1,17.5,0.8,6,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
509,kentang merah,umbi,100,80,2.1,0.1,18.0,1.0,7,2.3,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
510,singkong kuning,umbi,100,165,1.4,0.3,38.5,1.9,14,1.8,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,generated_v6
511,talas beneng banten,umbi,100,115,1.6,0.2,27.0,0.5,12,4.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,generated_v6
512,bika ambon medan,makanan-jadi,,285,4.5,6.5,52.5,22.5,95,1.0,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
513,saksang batak,makanan-jadi,,295,18.5,22.5,5.5,1.5,480,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
514,ikan arsik,makanan-jadi,,185,20.5,9.5,6.5,1.5,520,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
515,kuah pliek u,makanan-jadi,,165,6.5,8.5,14.5,2.0,480,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
516,mie aceh kepiting,makanan-jadi,,365,18.5,14.5,38.0,3.0,820,2.3,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,generated_v6
517,mie aceh udang,makanan-jadi,,345,16.5,13.5,38.5,3.0,800,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,generated_v6
518,nasi gurih aceh,makanan-jadi,,245,5.5,10.5,33.0,1.8,410,1.3,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
519,timpan aceh,makanan-jadi,,215,3.5,6.5,35.5,14.5,95,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
520,gulai pakis,makanan-jadi,,165,5.5,10.5,12.5,2.5,380,4.0,https://commons.wikimedia.org/wiki/Special:FilePath/Gulai_ayam.JPG,generated_v6
521,gulai siput,makanan-jadi,,185,12.5,11.5,6.5,1.5,520,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Gulai_ayam.JPG,generated_v6
522,ungkot kemamah,makanan-jadi,,215,18.5,12.5,5.5,1.5,580,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
523,dendeng batokok,makanan-jadi,,395,28.5,25.5,9.5,2.0,540,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,generated_v6
524,dendeng lambok,makanan-jadi,,365,27.5,23.5,8.5,1.8,510,1.1,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,generated_v6
525,gulai banak,makanan-jadi,,295,14.5,22.5,5.5,1.5,540,1.3,https://commons.wikimedia.org/wiki/Special:FilePath/Gulai_ayam.JPG,generated_v6
